ID,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
773,Tamil Nadu,COIMBATORE,2001,Kharif,Cotton(lint),10220,14650
774,Tamil Nadu,COIMBATORE,2002,Kharif,Cotton(lint),5103,3024
775,Tamil Nadu,COIMBATORE,2003,Kharif,Cotton(lint),6881,8600
776,Tamil Nadu,COIMBATORE,2004,Kharif,Cotton(lint),11547,14808
777,Tamil Nadu,COIMBATORE,2005,Kharif,Cotton(lint),6436,5710
778,Tamil Nadu,COIMBATORE,2006,Whole Year,Cotton(lint),3698,6518
779,Tamil Nadu,COIMBATORE,2007,Whole Year,Cotton(lint),1997,2609
780,Tamil Nadu,COIMBATORE,2008,Whole Year,Cotton(lint),1184,2220
781,Tamil Nadu,COIMBATORE,2009,Whole Year,Cotton(lint),948,3010
782,Tamil Nadu,COIMBATORE,2010,Kharif,Cotton(lint),878,2269
783,Tamil Nadu,COIMBATORE,2011,Kharif,Cotton(lint),1316,5227
784,Tamil Nadu,COIMBATORE,2011,Rabi,Cotton(lint),118,325
785,Tamil Nadu,COIMBATORE,2012,Kharif,Cotton(lint),558,979
786,Tamil Nadu,COIMBATORE,2013,Kharif,Cotton(lint),336,768
787,Tamil Nadu,COIMBATORE,2013,Rabi,Cotton(lint),12,29
788,Tamil Nadu,CUDDALORE,1997,Whole Year,Cotton(lint),2147,2840
789,Tamil Nadu,CUDDALORE,1998,Kharif,Cotton(lint),2299,4047
790,Tamil Nadu,CUDDALORE,1999,Kharif,Cotton(lint),2926,3778
791,Tamil Nadu,CUDDALORE,2000,Kharif,Cotton(lint),1693,2561
792,Tamil Nadu,CUDDALORE,2001,Kharif,Cotton(lint),1877,2410
793,Tamil Nadu,CUDDALORE,2002,Kharif,Cotton(lint),668,1267
794,Tamil Nadu,CUDDALORE,2003,Kharif,Cotton(lint),602,1031
795,Tamil Nadu,CUDDALORE,2004,Kharif,Cotton(lint),1572,1734
796,Tamil Nadu,CUDDALORE,2005,Kharif,Cotton(lint),1330,1497
797,Tamil Nadu,CUDDALORE,2006,Whole Year,Cotton(lint),1808,2415
798,Tamil Nadu,CUDDALORE,2007,Whole Year,Cotton(lint),2253,2291
799,Tamil Nadu,CUDDALORE,2008,Whole Year,Cotton(lint),4821,2965
800,Tamil Nadu,CUDDALORE,2009,Whole Year,Cotton(lint),4630,5232
801,Tamil Nadu,CUDDALORE,2010,Kharif,Cotton(lint),6242,3532
802,Tamil Nadu,CUDDALORE,2011,Kharif,Cotton(lint),5581,13988
803,Tamil Nadu,CUDDALORE,2011,Rabi,Cotton(lint),203,559
804,Tamil Nadu,CUDDALORE,2012,Kharif,Cotton(lint),5067,12101
805,Tamil Nadu,CUDDALORE,2013,Kharif,Cotton(lint),8243,29081
806,Tamil Nadu,CUDDALORE,2013,Rabi,Cotton(lint),371,891
807,Tamil Nadu,DHARMAPURI,1997,Whole Year,Cotton(lint),25630,42660
808,Tamil Nadu,DHARMAPURI,1998,Kharif,Cotton(lint),18964,32671
809,Tamil Nadu,DHARMAPURI,1999,Kharif,Cotton(lint),13721,27047
810,Tamil Nadu,DHARMAPURI,2000,Kharif,Cotton(lint),12364,24358
811,Tamil Nadu,DHARMAPURI,2001,Kharif,Cotton(lint),12587,18550
812,Tamil Nadu,DHARMAPURI,2002,Kharif,Cotton(lint),3325,2335
813,Tamil Nadu,DHARMAPURI,2003,Kharif,Cotton(lint),6031,7148
814,Tamil Nadu,DHARMAPURI,2004,Kharif,Cotton(lint),7260,10699
815,Tamil Nadu,DHARMAPURI,2005,Kharif,Cotton(lint),6580,11325
816,Tamil Nadu,DHARMAPURI,2006,Whole Year,Cotton(lint),5260,13315
817,Tamil Nadu,DHARMAPURI,2007,Whole Year,Cotton(lint),4888,10797
818,Tamil Nadu,DHARMAPURI,2008,Whole Year,Cotton(lint),6087,12847
819,Tamil Nadu,DHARMAPURI,2009,Whole Year,Cotton(lint),8015,14880
820,Tamil Nadu,DHARMAPURI,2010,Kharif,Cotton(lint),7444,19187
821,Tamil Nadu,DHARMAPURI,2011,Kharif,Cotton(lint),8738,28121
822,Tamil Nadu,DHARMAPURI,2011,Rabi,Cotton(lint),2290,6301
823,Tamil Nadu,DHARMAPURI,2012,Kharif,Cotton(lint),13662,41593
824,Tamil Nadu,DHARMAPURI,2013,Kharif,Cotton(lint),11462,33815
825,Tamil Nadu,DHARMAPURI,2013,Rabi,Cotton(lint),1024,2641
826,Tamil Nadu,DINDIGUL,1997,Whole Year,Cotton(lint),7844,24770
827,Tamil Nadu,DINDIGUL,1998,Kharif,Cotton(lint),12558,31723
828,Tamil Nadu,DINDIGUL,1999,Kharif,Cotton(lint),7287,18306
829,Tamil Nadu,DINDIGUL,2000,Kharif,Cotton(lint),7502,22288
830,Tamil Nadu,DINDIGUL,2001,Kharif,Cotton(lint),4092,8910
831,Tamil Nadu,DINDIGUL,2002,Kharif,Cotton(lint),1859,1949
832,Tamil Nadu,DINDIGUL,2003,Kharif,Cotton(lint),2095,2694
833,Tamil Nadu,DINDIGUL,2004,Kharif,Cotton(lint),3703,6173
834,Tamil Nadu,DINDIGUL,2005,Kharif,Cotton(lint),1999,4345
835,Tamil Nadu,DINDIGUL,2006,Whole Year,Cotton(lint),1519,4396
836,Tamil Nadu,DINDIGUL,2007,Whole Year,Cotton(lint),1256,3402
837,Tamil Nadu,DINDIGUL,2008,Whole Year,Cotton(lint),664,1066
838,Tamil Nadu,DINDIGUL,2009,Whole Year,Cotton(lint),969,3215
839,Tamil Nadu,DINDIGUL,2010,Kharif,Cotton(lint),1559,4327
840,Tamil Nadu,DINDIGUL,2011,Kharif,Cotton(lint),1044,2979
841,Tamil Nadu,DINDIGUL,2011,Rabi,Cotton(lint),1755,7399
842,Tamil Nadu,DINDIGUL,2012,Kharif,Cotton(lint),2155,3593
843,Tamil Nadu,DINDIGUL,2013,Kharif,Cotton(lint),639,1990
844,Tamil Nadu,DINDIGUL,2013,Rabi,Cotton(lint),1457,2755
845,Tamil Nadu,ERODE,1997,Whole Year,Cotton(lint),10585,23450
846,Tamil Nadu,ERODE,1998,Kharif,Cotton(lint),10800,24165
847,Tamil Nadu,ERODE,1999,Kharif,Cotton(lint),8553,17032
848,Tamil Nadu,ERODE,2000,Kharif,Cotton(lint),11156,22347
849,Tamil Nadu,ERODE,2001,Kharif,Cotton(lint),9738,21230
850,Tamil Nadu,ERODE,2002,Kharif,Cotton(lint),2709,4717
851,Tamil Nadu,ERODE,2003,Kharif,Cotton(lint),2815,3852
852,Tamil Nadu,ERODE,2004,Kharif,Cotton(lint),5434,12272
853,Tamil Nadu,ERODE,2005,Kharif,Cotton(lint),4652,12347
854,Tamil Nadu,ERODE,2006,Whole Year,Cotton(lint),2835,11180
855,Tamil Nadu,ERODE,2007,Whole Year,Cotton(lint),1983,6906
856,Tamil Nadu,ERODE,2008,Whole Year,Cotton(lint),1761,6605
857,Tamil Nadu,ERODE,2009,Whole Year,Cotton(lint),1421,6226
858,Tamil Nadu,ERODE,2010,Kharif,Cotton(lint),1347,4552
859,Tamil Nadu,ERODE,2011,Kharif,Cotton(lint),279,1216
860,Tamil Nadu,ERODE,2011,Rabi,Cotton(lint),569,1452
861,Tamil Nadu,ERODE,2012,Kharif,Cotton(lint),696,1713
862,Tamil Nadu,ERODE,2013,Kharif,Cotton(lint),448,1284
863,Tamil Nadu,ERODE,2013,Rabi,Cotton(lint),120,241
864,Tamil Nadu,KANCHIPURAM,1997,Whole Year,Cotton(lint),119,230
865,Tamil Nadu,KANCHIPURAM,1998,Kharif,Cotton(lint),90,206
866,Tamil Nadu,KANCHIPURAM,1999,Kharif,Cotton(lint),192,454
867,Tamil Nadu,KANCHIPURAM,2000,Kharif,Cotton(lint),234,559
868,Tamil Nadu,KANCHIPURAM,2001,Kharif,Cotton(lint),171,350
869,Tamil Nadu,KANCHIPURAM,2002,Kharif,Cotton(lint),141,275
870,Tamil Nadu,KANCHIPURAM,2003,Kharif,Cotton(lint),162,304
871,Tamil Nadu,KANCHIPURAM,2004,Kharif,Cotton(lint),114,223
872,Tamil Nadu,KANCHIPURAM,2005,Kharif,Cotton(lint),114,241
873,Tamil Nadu,KANCHIPURAM,2006,Whole Year,Cotton(lint),13,35
874,Tamil Nadu,KANCHIPURAM,2007,Whole Year,Cotton(lint),12,32
875,Tamil Nadu,KANCHIPURAM,2008,Whole Year,Cotton(lint),2,6
876,Tamil Nadu,KANCHIPURAM,2009,Whole Year,Cotton(lint),2,5
877,Tamil Nadu,KANCHIPURAM,2010,Kharif,Cotton(lint),1,2
878,Tamil Nadu,KANCHIPURAM,2013,Kharif,Cotton(lint),1,3
879,Tamil Nadu,KANNIYAKUMARI,1999,Kharif,Cotton(lint),1,2
880,Tamil Nadu,KANNIYAKUMARI,2000,Kharif,Cotton(lint),4,8
881,Tamil Nadu,KANNIYAKUMARI,2001,Kharif,Cotton(lint),4,1
882,Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,Cotton(lint),12,23
883,Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,Cotton(lint),10,17
884,Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Cotton(lint),10,20
885,Tamil Nadu,KARUR,1997,Whole Year,Cotton(lint),900,1660
886,Tamil Nadu,KARUR,1998,Kharif,Cotton(lint),1226,2706
887,Tamil Nadu,KARUR,1999,Kharif,Cotton(lint),1281,2351
888,Tamil Nadu,KARUR,2000,Kharif,Cotton(lint),1246,2603
889,Tamil Nadu,KARUR,2001,Kharif,Cotton(lint),490,850
890,Tamil Nadu,KARUR,2002,Kharif,Cotton(lint),145,245
891,Tamil Nadu,KARUR,2003,Kharif,Cotton(lint),309,462
892,Tamil Nadu,KARUR,2004,Kharif,Cotton(lint),445,760
893,Tamil Nadu,KARUR,2005,Kharif,Cotton(lint),300,546
894,Tamil Nadu,KARUR,2006,Whole Year,Cotton(lint),149,375
895,Tamil Nadu,KARUR,2007,Whole Year,Cotton(lint),114,302
896,Tamil Nadu,KARUR,2008,Whole Year,Cotton(lint),68,187
897,Tamil Nadu,KARUR,2009,Whole Year,Cotton(lint),74,193
898,Tamil Nadu,KARUR,2010,Kharif,Cotton(lint),82,155
899,Tamil Nadu,KARUR,2011,Kharif,Cotton(lint),61,174
900,Tamil Nadu,KARUR,2011,Rabi,Cotton(lint),18,50
901,Tamil Nadu,KARUR,2012,Kharif,Cotton(lint),63,117
902,Tamil Nadu,KARUR,2013,Kharif,Cotton(lint),92,264
903,Tamil Nadu,KARUR,2013,Rabi,Cotton(lint),1,2
904,Tamil Nadu,KRISHNAGIRI,2004,Kharif,Cotton(lint),2572,3531
905,Tamil Nadu,KRISHNAGIRI,2005,Kharif,Cotton(lint),2275,2359
906,Tamil Nadu,KRISHNAGIRI,2006,Whole Year,Cotton(lint),1605,1342
907,Tamil Nadu,KRISHNAGIRI,2007,Whole Year,Cotton(lint),1245,1048
908,Tamil Nadu,KRISHNAGIRI,2008,Whole Year,Cotton(lint),1212,1052
909,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,Cotton(lint),1296,2988
910,Tamil Nadu,KRISHNAGIRI,2010,Kharif,Cotton(lint),1592,3686
911,Tamil Nadu,KRISHNAGIRI,2011,Kharif,Cotton(lint),1539,3941
912,Tamil Nadu,KRISHNAGIRI,2011,Rabi,Cotton(lint),156,429
913,Tamil Nadu,KRISHNAGIRI,2012,Kharif,Cotton(lint),1506,4003
914,Tamil Nadu,KRISHNAGIRI,2013,Kharif,Cotton(lint),1912,5802
915,Tamil Nadu,KRISHNAGIRI,2013,Rabi,Cotton(lint),170,408
916,Tamil Nadu,MADURAI,1997,Whole Year,Cotton(lint),13061,8580
917,Tamil Nadu,MADURAI,1998,Kharif,Cotton(lint),17147,26970
918,Tamil Nadu,MADURAI,1999,Kharif,Cotton(lint),12052,14907
919,Tamil Nadu,MADURAI,2000,Kharif,Cotton(lint),10952,12635
920,Tamil Nadu,MADURAI,2001,Kharif,Cotton(lint),11094,9220
921,Tamil Nadu,MADURAI,2002,Kharif,Cotton(lint),9505,6153
922,Tamil Nadu,MADURAI,2003,Kharif,Cotton(lint),10651,6570
923,Tamil Nadu,MADURAI,2004,Kharif,Cotton(lint),12035,6820
924,Tamil Nadu,MADURAI,2005,Kharif,Cotton(lint),10432,13734
925,Tamil Nadu,MADURAI,2006,Whole Year,Cotton(lint),9368,14095
926,Tamil Nadu,MADURAI,2007,Whole Year,Cotton(lint),7477,11450
927,Tamil Nadu,MADURAI,2008,Whole Year,Cotton(lint),7207,13369
928,Tamil Nadu,MADURAI,2009,Whole Year,Cotton(lint),5839,8408
929,Tamil Nadu,MADURAI,2010,Kharif,Cotton(lint),6896,12119
930,Tamil Nadu,MADURAI,2011,Kharif,Cotton(lint),4374,8553
931,Tamil Nadu,MADURAI,2011,Rabi,Cotton(lint),2317,5476
932,Tamil Nadu,MADURAI,2012,Kharif,Cotton(lint),5182,6853
933,Tamil Nadu,MADURAI,2013,Kharif,Cotton(lint),3492,6008
934,Tamil Nadu,MADURAI,2013,Rabi,Cotton(lint),2403,3853
935,Tamil Nadu,NAGAPATTINAM,1997,Whole Year,Cotton(lint),1368,2420
936,Tamil Nadu,NAGAPATTINAM,1998,Kharif,Cotton(lint),1582,3618
937,Tamil Nadu,NAGAPATTINAM,1999,Kharif,Cotton(lint),286,626
938,Tamil Nadu,NAGAPATTINAM,2000,Kharif,Cotton(lint),1446,3242
939,Tamil Nadu,NAGAPATTINAM,2001,Kharif,Cotton(lint),1883,2730
940,Tamil Nadu,NAGAPATTINAM,2002,Kharif,Cotton(lint),1185,2313
941,Tamil Nadu,NAGAPATTINAM,2003,Kharif,Cotton(lint),3793,7122
942,Tamil Nadu,NAGAPATTINAM,2004,Kharif,Cotton(lint),3843,6530
943,Tamil Nadu,NAGAPATTINAM,2005,Kharif,Cotton(lint),2131,4541
944,Tamil Nadu,NAGAPATTINAM,2006,Whole Year,Cotton(lint),370,972
945,Tamil Nadu,NAGAPATTINAM,2007,Whole Year,Cotton(lint),1269,1505
946,Tamil Nadu,NAGAPATTINAM,2008,Whole Year,Cotton(lint),421,500
947,Tamil Nadu,NAGAPATTINAM,2009,Whole Year,Cotton(lint),317,657
948,Tamil Nadu,NAGAPATTINAM,2010,Kharif,Cotton(lint),261,763
949,Tamil Nadu,NAGAPATTINAM,2011,Kharif,Cotton(lint),1,3
950,Tamil Nadu,NAGAPATTINAM,2011,Rabi,Cotton(lint),316,917
951,Tamil Nadu,NAGAPATTINAM,2012,Kharif,Cotton(lint),675,1694
952,Tamil Nadu,NAGAPATTINAM,2013,Rabi,Cotton(lint),2496,9850
953,Tamil Nadu,NAMAKKAL,1997,Whole Year,Cotton(lint),3429,7730
954,Tamil Nadu,NAMAKKAL,1998,Kharif,Cotton(lint),2549,6418
955,Tamil Nadu,NAMAKKAL,1999,Kharif,Cotton(lint),3468,7390
956,Tamil Nadu,NAMAKKAL,2000,Kharif,Cotton(lint),3992,8366
957,Tamil Nadu,NAMAKKAL,2001,Kharif,Cotton(lint),3462,7450
958,Tamil Nadu,NAMAKKAL,2002,Kharif,Cotton(lint),2318,4117
959,Tamil Nadu,NAMAKKAL,2003,Kharif,Cotton(lint),2699,4556
960,Tamil Nadu,NAMAKKAL,2004,Kharif,Cotton(lint),3488,5486
961,Tamil Nadu,NAMAKKAL,2005,Kharif,Cotton(lint),3140,7789
962,Tamil Nadu,NAMAKKAL,2006,Whole Year,Cotton(lint),3162,10016
963,Tamil Nadu,NAMAKKAL,2007,Whole Year,Cotton(lint),3058,8831
964,Tamil Nadu,NAMAKKAL,2008,Whole Year,Cotton(lint),3090,9434
965,Tamil Nadu,NAMAKKAL,2009,Whole Year,Cotton(lint),2816,8372
966,Tamil Nadu,NAMAKKAL,2010,Kharif,Cotton(lint),2188,7930
967,Tamil Nadu,NAMAKKAL,2011,Kharif,Cotton(lint),1293,5802
968,Tamil Nadu,NAMAKKAL,2011,Rabi,Cotton(lint),1605,6002
969,Tamil Nadu,NAMAKKAL,2012,Kharif,Cotton(lint),2735,5318
970,Tamil Nadu,NAMAKKAL,2013,Kharif,Cotton(lint),1306,5637
971,Tamil Nadu,NAMAKKAL,2013,Rabi,Cotton(lint),602,1808
972,Tamil Nadu,PERAMBALUR,1997,Whole Year,Cotton(lint),24956,34970
973,Tamil Nadu,PERAMBALUR,1998,Kharif,Cotton(lint),21782,39429
974,Tamil Nadu,PERAMBALUR,1999,Kharif,Cotton(lint),20222,25954
975,Tamil Nadu,PERAMBALUR,2000,Kharif,Cotton(lint),17103,24204
976,Tamil Nadu,PERAMBALUR,2001,Kharif,Cotton(lint),18396,22910
977,Tamil Nadu,PERAMBALUR,2002,Kharif,Cotton(lint),1469,1653
978,Tamil Nadu,PERAMBALUR,2003,Kharif,Cotton(lint),2024,3093
979,Tamil Nadu,PERAMBALUR,2004,Kharif,Cotton(lint),2794,4827
980,Tamil Nadu,PERAMBALUR,2005,Kharif,Cotton(lint),4181,5926
981,Tamil Nadu,PERAMBALUR,2006,Whole Year,Cotton(lint),9515,21491
982,Tamil Nadu,PERAMBALUR,2007,Whole Year,Cotton(lint),15267,27492
983,Tamil Nadu,PERAMBALUR,2008,Whole Year,Cotton(lint),24243,35178
984,Tamil Nadu,PERAMBALUR,2009,Whole Year,Cotton(lint),19231,43903
985,Tamil Nadu,PERAMBALUR,2010,Kharif,Cotton(lint),27263,42145
986,Tamil Nadu,PERAMBALUR,2011,Kharif,Cotton(lint),26131,69123
987,Tamil Nadu,PERAMBALUR,2011,Rabi,Cotton(lint),19,41
988,Tamil Nadu,PERAMBALUR,2012,Kharif,Cotton(lint),24280,27733
989,Tamil Nadu,PERAMBALUR,2013,Kharif,Cotton(lint),30052,88685
990,Tamil Nadu,PERAMBALUR,2013,Rabi,Cotton(lint),1035,2485
991,Tamil Nadu,PUDUKKOTTAI,1997,Whole Year,Cotton(lint),180,340
992,Tamil Nadu,PUDUKKOTTAI,1998,Kharif,Cotton(lint),1118,2429
993,Tamil Nadu,PUDUKKOTTAI,1999,Kharif,Cotton(lint),1162,2620
994,Tamil Nadu,PUDUKKOTTAI,2000,Kharif,Cotton(lint),1396,3189
995,Tamil Nadu,PUDUKKOTTAI,2001,Kharif,Cotton(lint),443,870
996,Tamil Nadu,PUDUKKOTTAI,2002,Kharif,Cotton(lint),67,126
997,Tamil Nadu,PUDUKKOTTAI,2003,Kharif,Cotton(lint),140,164
998,Tamil Nadu,PUDUKKOTTAI,2004,Kharif,Cotton(lint),246,314
999,Tamil Nadu,PUDUKKOTTAI,2005,Kharif,Cotton(lint),74,135
1000,Tamil Nadu,PUDUKKOTTAI,2006,Whole Year,Cotton(lint),64,139
1001,Tamil Nadu,PUDUKKOTTAI,2007,Whole Year,Cotton(lint),112,296
1002,Tamil Nadu,PUDUKKOTTAI,2008,Whole Year,Cotton(lint),67,168
1003,Tamil Nadu,PUDUKKOTTAI,2009,Whole Year,Cotton(lint),13,35
1004,Tamil Nadu,PUDUKKOTTAI,2010,Kharif,Cotton(lint),12,22
1005,Tamil Nadu,PUDUKKOTTAI,2011,Kharif,Cotton(lint),41,117
1006,Tamil Nadu,PUDUKKOTTAI,2011,Rabi,Cotton(lint),1,3
1007,Tamil Nadu,PUDUKKOTTAI,2012,Kharif,Cotton(lint),10,18
1008,Tamil Nadu,PUDUKKOTTAI,2013,Kharif,Cotton(lint),10,29
1009,Tamil Nadu,PUDUKKOTTAI,2013,Rabi,Cotton(lint),1,2
1010,Tamil Nadu,RAMANATHAPURAM,1997,Whole Year,Cotton(lint),2373,1890
1011,Tamil Nadu,RAMANATHAPURAM,1998,Kharif,Cotton(lint),5442,9012
1012,Tamil Nadu,RAMANATHAPURAM,1999,Kharif,Cotton(lint),2139,1927
1013,Tamil Nadu,RAMANATHAPURAM,2000,Kharif,Cotton(lint),8387,8112
1014,Tamil Nadu,RAMANATHAPURAM,2001,Kharif,Cotton(lint),4415,4820
1015,Tamil Nadu,RAMANATHAPURAM,2002,Kharif,Cotton(lint),1529,1040
1016,Tamil Nadu,RAMANATHAPURAM,2003,Kharif,Cotton(lint),3310,403
1017,Tamil Nadu,RAMANATHAPURAM,2004,Kharif,Cotton(lint),5413,3802
1018,Tamil Nadu,RAMANATHAPURAM,2005,Kharif,Cotton(lint),3733,2959
1019,Tamil Nadu,RAMANATHAPURAM,2006,Whole Year,Cotton(lint),2859,2361
1020,Tamil Nadu,RAMANATHAPURAM,2007,Whole Year,Cotton(lint),2165,1639
1021,Tamil Nadu,RAMANATHAPURAM,2008,Whole Year,Cotton(lint),1097,682
1022,Tamil Nadu,RAMANATHAPURAM,2009,Whole Year,Cotton(lint),772,362
1023,Tamil Nadu,RAMANATHAPURAM,2010,Kharif,Cotton(lint),1167,1613
1024,Tamil Nadu,RAMANATHAPURAM,2011,Kharif,Cotton(lint),4,11
1025,Tamil Nadu,RAMANATHAPURAM,2011,Rabi,Cotton(lint),2040,4369
1026,Tamil Nadu,RAMANATHAPURAM,2012,Kharif,Cotton(lint),1576,1134
1027,Tamil Nadu,RAMANATHAPURAM,2013,Kharif,Cotton(lint),55,158
1028,Tamil Nadu,RAMANATHAPURAM,2013,Rabi,Cotton(lint),2735,8634
1029,Tamil Nadu,SALEM,1997,Whole Year,Cotton(lint),22372,46890
1030,Tamil Nadu,SALEM,1998,Kharif,Cotton(lint),16716,35136
1031,Tamil Nadu,SALEM,1999,Kharif,Cotton(lint),15898,28290
1032,Tamil Nadu,SALEM,2000,Kharif,Cotton(lint),15630,29270
1033,Tamil Nadu,SALEM,2001,Kharif,Cotton(lint),13396,24140
1034,Tamil Nadu,SALEM,2002,Kharif,Cotton(lint),5915,7337
1035,Tamil Nadu,SALEM,2003,Kharif,Cotton(lint),7684,10806
1036,Tamil Nadu,SALEM,2004,Kharif,Cotton(lint),14958,28430
1037,Tamil Nadu,SALEM,2005,Kharif,Cotton(lint),14931,28132
1038,Tamil Nadu,SALEM,2006,Whole Year,Cotton(lint),15833,39097
1039,Tamil Nadu,SALEM,2007,Whole Year,Cotton(lint),15128,36605
1040,Tamil Nadu,SALEM,2008,Whole Year,Cotton(lint),14036,34474
1041,Tamil Nadu,SALEM,2009,Whole Year,Cotton(lint),13593,26834
1042,Tamil Nadu,SALEM,2010,Kharif,Cotton(lint),14322,35674
1043,Tamil Nadu,SALEM,2011,Kharif,Cotton(lint),13332,38756
1044,Tamil Nadu,SALEM,2011,Rabi,Cotton(lint),3660,9618
1045,Tamil Nadu,SALEM,2013,Kharif,Cotton(lint),11737,42720
1046,Tamil Nadu,SALEM,2013,Rabi,Cotton(lint),1266,3257
1047,Tamil Nadu,SIVAGANGA,1997,Whole Year,Cotton(lint),749,1380
1048,Tamil Nadu,SIVAGANGA,1998,Kharif,Cotton(lint),2657,4735
1049,Tamil Nadu,SIVAGANGA,1999,Kharif,Cotton(lint),853,1911
1050,Tamil Nadu,SIVAGANGA,2000,Kharif,Cotton(lint),2736,5201
1051,Tamil Nadu,SIVAGANGA,2001,Kharif,Cotton(lint),214,350
1052,Tamil Nadu,SIVAGANGA,2002,Kharif,Cotton(lint),217,503
1053,Tamil Nadu,SIVAGANGA,2003,Kharif,Cotton(lint),1169,690
1054,Tamil Nadu,SIVAGANGA,2004,Kharif,Cotton(lint),489,576
1055,Tamil Nadu,SIVAGANGA,2005,Kharif,Cotton(lint),284,447
1056,Tamil Nadu,SIVAGANGA,2006,Whole Year,Cotton(lint),133,309
1057,Tamil Nadu,SIVAGANGA,2007,Whole Year,Cotton(lint),893,1027
1058,Tamil Nadu,SIVAGANGA,2008,Whole Year,Cotton(lint),253,520
1059,Tamil Nadu,SIVAGANGA,2009,Whole Year,Cotton(lint),208,359
1060,Tamil Nadu,SIVAGANGA,2010,Kharif,Cotton(lint),132,317
1061,Tamil Nadu,SIVAGANGA,2011,Kharif,Cotton(lint),95,271
1062,Tamil Nadu,SIVAGANGA,2011,Rabi,Cotton(lint),166,457
1063,Tamil Nadu,SIVAGANGA,2012,Kharif,Cotton(lint),161,297
1064,Tamil Nadu,SIVAGANGA,2013,Kharif,Cotton(lint),116,332
1065,Tamil Nadu,SIVAGANGA,2013,Rabi,Cotton(lint),559,1342
1066,Tamil Nadu,THANJAVUR,1997,Whole Year,Cotton(lint),885,1990
1067,Tamil Nadu,THANJAVUR,1998,Kharif,Cotton(lint),2036,4659
1068,Tamil Nadu,THANJAVUR,1999,Kharif,Cotton(lint),1334,2742
1069,Tamil Nadu,THANJAVUR,2000,Kharif,Cotton(lint),1772,3775
1070,Tamil Nadu,THANJAVUR,2001,Kharif,Cotton(lint),1244,2530
1071,Tamil Nadu,THANJAVUR,2002,Kharif,Cotton(lint),1066,2081
1072,Tamil Nadu,THANJAVUR,2003,Kharif,Cotton(lint),1738,3263
1073,Tamil Nadu,THANJAVUR,2004,Kharif,Cotton(lint),2225,5235
1074,Tamil Nadu,THANJAVUR,2005,Kharif,Cotton(lint),785,2347
1075,Tamil Nadu,THANJAVUR,2006,Whole Year,Cotton(lint),319,1151
1076,Tamil Nadu,THANJAVUR,2007,Whole Year,Cotton(lint),609,1684
1077,Tamil Nadu,THANJAVUR,2008,Whole Year,Cotton(lint),549,1105
1078,Tamil Nadu,THANJAVUR,2009,Whole Year,Cotton(lint),426,1224
1079,Tamil Nadu,THANJAVUR,2010,Kharif,Cotton(lint),518,1407
1080,Tamil Nadu,THANJAVUR,2011,Rabi,Cotton(lint),969,2945
1081,Tamil Nadu,THANJAVUR,2012,Kharif,Cotton(lint),1015,3275
1082,Tamil Nadu,THANJAVUR,2013,Rabi,Cotton(lint),1788,5912
1083,Tamil Nadu,THE NILGIRIS,1999,Kharif,Cotton(lint),42,41
1084,Tamil Nadu,THE NILGIRIS,2000,Kharif,Cotton(lint),5,5
1085,Tamil Nadu,THE NILGIRIS,2007,Whole Year,Cotton(lint),5,8
1086,Tamil Nadu,THE NILGIRIS,2008,Whole Year,Cotton(lint),6,7
1087,Tamil Nadu,THE NILGIRIS,2009,Whole Year,Cotton(lint),5,10
1088,Tamil Nadu,THE NILGIRIS,2010,Kharif,Cotton(lint),5,9
1089,Tamil Nadu,THE NILGIRIS,2011,Kharif,Cotton(lint),5,14
1090,Tamil Nadu,THE NILGIRIS,2012,Kharif,Cotton(lint),5,10
1091,Tamil Nadu,THE NILGIRIS,2013,Kharif,Cotton(lint),6,17
1092,Tamil Nadu,THENI,1997,Whole Year,Cotton(lint),9320,15350
1093,Tamil Nadu,THENI,1998,Kharif,Cotton(lint),8869,21276
1094,Tamil Nadu,THENI,1999,Kharif,Cotton(lint),5847,10195
1095,Tamil Nadu,THENI,2000,Kharif,Cotton(lint),9531,17666
1096,Tamil Nadu,THENI,2001,Kharif,Cotton(lint),5438,7930
1097,Tamil Nadu,THENI,2002,Kharif,Cotton(lint),3033,4626
1098,Tamil Nadu,THENI,2003,Kharif,Cotton(lint),3290,5761
1099,Tamil Nadu,THENI,2004,Kharif,Cotton(lint),5137,7106
1100,Tamil Nadu,THENI,2005,Kharif,Cotton(lint),2454,2958
1101,Tamil Nadu,THENI,2006,Whole Year,Cotton(lint),1860,5255
1102,Tamil Nadu,THENI,2007,Whole Year,Cotton(lint),1364,3570
1103,Tamil Nadu,THENI,2008,Whole Year,Cotton(lint),1181,3725
1104,Tamil Nadu,THENI,2009,Whole Year,Cotton(lint),865,4322
1105,Tamil Nadu,THENI,2010,Kharif,Cotton(lint),1456,5907
1106,Tamil Nadu,THENI,2011,Kharif,Cotton(lint),1023,4728
1107,Tamil Nadu,THENI,2011,Rabi,Cotton(lint),562,1546
1108,Tamil Nadu,THENI,2012,Kharif,Cotton(lint),1173,4789
1109,Tamil Nadu,THENI,2013,Kharif,Cotton(lint),834,2455
1110,Tamil Nadu,THENI,2013,Rabi,Cotton(lint),509,2329
